symbol_lower,symbol,chrom,start,stop
or11h12,OR11H12,chr14,19377522,19378606
or11l1,OR11L1,chr1,248004230,248005198
hs6m1-19,hs6M1-19,chr6,29382705,29386682
or12d1,OR12D1,chr6,29382705,29386682
hs6m1-20,hs6M1-20,chr6,29363408,29365785
or12d2,OR12D2,chr6,29363408,29365785
hs6m1-27,hs6M1-27,chr6,29341200,29343068
or12d3,OR12D3,chr6,29341200,29343068
or13a1,OR13A1,chr10,45797746,45811056
or13c2,OR13C2,chr9,107366952,107367908
or13c3,OR13C3,chr9,107298030,107299137
or13c4,OR13C4,chr9,107288534,107289490
or13c5,OR13C5,chr9,107360738,107361694
ost706,OST706,chr9,36002906,36003864
or13c7,OR13C7,chr9,36002906,36003864
or13c8,OR13C8,chr9,107331449,107332411
or13c9,OR13C9,chr9,107379529,107380485
or13d1,OR13D1,chr9,107456660,107457766
or13f1,OR13F1,chr9,107266544,107267503
or13g1,OR13G1,chr1,247834114,247843041
or13h1,OR13H1,chrX,130677950,130679030
or13j1,OR13J1,chr9,35869260,35870598
or14a2,OR14A2,chr1,247886259,247887345
or14a16,OR14A16,chr1,247977962,247987421
or14c36,OR14C36,chr1,248512077,248513015
or14i1,OR14I1,chr1,248844670,248845605
hs6m1-28,hs6M1-28,chr6,29269478,29280794
or14j1,OR14J1,chr6,29269478,29280794
or14k1,OR14K1,chr1,247901917,247902861
or51a2,OR51A2,chr11,4976002,4976943
or51a4,OR51A4,chr11,4964061,4968835
or51a7,OR51A7,chr11,4925013,4930692
or51b2,OR51B2,chr11,5344589,5345527
or51b4,OR51B4,chr11,5322244,5323176
or51b5,OR51B5,chr11,5324674,5526882
or51b6,OR51B6,chr11,5372738,5373676
or51d1q,OR51D1Q,chr11,4658707,4664290
or51d1,OR51D1,chr11,4658707,4664290
gpr136,GPR136,chr11,4664650,4676718
or51e1,OR51E1,chr11,4664650,4676718
psgr,PSGR,chr11,4701401,4719084
or51e2,OR51E2,chr11,4701401,4719084
or51f1,OR51F1,chr11,4790209,4791168
or51f2,OR51F2,chr11,4842551,4843686
or51g1,OR51G1,chr11,4944604,4945569
or51g2,OR51G2,chr11,4933818,4940580
or51h1,OR51H1,chr11,4880840,4884882
or51i1,OR51I1,chr11,5461800,5462744
or51i2,OR51I2,chr11,5470553,5477748
or51j1,OR51J1,chr11,5423827,5424777
or51l1,OR51L1,chr11,5016081,5026766
or51m1,OR51M1,chr11,5405042,5414493
or51q1,OR51Q1,chr11,5443341,5444436
or51s1,OR51S1,chr11,4868719,4870468
or51t1,OR51T1,chr11,4903049,4904113
or51v1,OR51V1,chr11,5220965,5221930
hpfh1or,HPFH1OR,chr11,5164449,5175987
or52a1,OR52A1,chr11,5164449,5175987
or52a5,OR52A5,chr11,5150006,5159586
or52b2,OR52B2,chr11,6190560,6191638
or52b4,OR52B4,chr11,4388493,4389616
or52b6,OR52B6,chr11,5602107,5603114
or52d1,OR52D1,chr11,5509915,5510979
or52e1,OR52E1,chr11,5090802,5091727
or52e2,OR52E2,chr11,5079880,5080857
or52e4,OR52E4,chr11,5901859,5908309
or52e5,OR52E5,chr11,5914438,5923960
or52e6,OR52E6,chr11,5862158,5863182
or52e8,OR52E8,chr11,5877904,5878964
or52h1,OR52H1,chr11,5565719,5569763
or52i1,OR52I1,chr11,4614844,4617804
or52i2,OR52I2,chr11,4602973,4614570
or52j3,OR52J3,chr11,5067756,5068691
or52k1,OR52K1,chr11,4503876,4514727
or52k2,OR52K2,chr11,4470525,4471591
or52l1,OR52L1,chr11,6007122,6008215
or52m1,OR52M1,chr11,4566421,4567374
or52n1,OR52N1,chr11,5807701,5812495
or52n2,OR52N2,chr11,5841544,5842578
or52n4,OR52N4,chr11,5775473,5777135
or52n5q,OR52N5Q,chr11,5797395,5804585
or52n5,OR52N5,chr11,5797395,5804585
or52r1,OR52R1,chr11,4824663,4825610
or52w1,OR52W1,chr11,6220376,6221489
or52z1,OR52Z1,chr11,5198944,5199894
or56a1,OR56A1,chr11,6040566,6055568
or56a3,OR56A3,chr11,5959981,5972577
or56a4,OR56A4,chr11,6020675,6028176
or56a5,OR56A5,chr11,5988407,5989724
or56b1,OR56B1,chr11,5757678,5759752
or56b4,OR56B4,chr11,6128914,6130065
flj14466,FLJ14466,chr12,122064455,122080583
cracm1,CRACM1,chr12,122064455,122080583
orai1,ORAI1,chr12,122064455,122080583
cbcip2,CBCIP2,chr7,102073553,102097268
flj12474,FLJ12474,chr7,102073553,102097268
flj14733,FLJ14733,chr7,102073553,102097268
h_nh0514p08.8,H_NH0514P08.8,chr7,102073553,102097268
orai2,ORAI2,chr7,102073553,102097268
mgc13024,MGC13024,chr16,30960387,30967782
orai3,ORAI3,chr16,30960387,30967782
hsorc1,HSORC1,chr1,52838501,52870131
parc1,PARC1,chr1,52838501,52870131
orc1,ORC1,chr1,52838501,52870131
orc2,ORC2,chr2,201773696,201828403
image50150,IMAGE50150,chr6,88299785,88377171
latheo,LATHEO,chr6,88299785,88377171
orc3,ORC3,chr6,88299785,88377171
hsorc4,HsORC4,chr2,148687966,148779173
orc4p,Orc4p,chr2,148687966,148779173
orc4,ORC4,chr2,148687966,148779173
orc5p,Orc5p,chr7,103766788,103848495
orc5t,ORC5T,chr7,103766788,103848495
ppp1r117,PPP1R117,chr7,103766788,103848495
orc5,ORC5,chr7,103766788,103848495
orc6,ORC6,chr16,46723555,46732306
orm1,ORM1,chr9,117085336,117088755
agp-b,AGP-B,chr9,117092149,117095532
agp-b',AGP-B',chr9,117092149,117095532
agp2,AGP2,chr9,117092149,117095532
orm2,ORM2,chr9,117092149,117095532
ormdl1,ORMDL1,chr2,190635049,190649097
hspc160,HSPC160,chr12,56211703,56215663
adoplin-2,adoplin-2,chr12,56211703,56215663
mst095,MST095,chr12,56211703,56215663
mstp095,MSTP095,chr12,56211703,56215663
ormdl2,ORMDL2,chr12,56211703,56215663
ormdl3,ORMDL3,chr17,38077294,38083854
os-9,OS-9,chr12,58087738,58115340
erlec2,ERLEC2,chr12,58087738,58115340
os9,OS9,chr12,58087738,58115340
osbp1,OSBP1,chr11,59341871,59383617
osbp,OSBP,chr11,59341871,59383617
kiaa1664,KIAA1664,chr22,31089769,31303811
orp-4,ORP-4,chr22,31089769,31303811
orp4,ORP4,chr22,31089769,31303811
osbp2,OSBP2,chr22,31089769,31303811
orp-1,ORP-1,chr18,21742008,21977844
orp1,ORP1,chr18,21742008,21977844
osbpl1a,OSBPL1A,chr18,21742008,21977844
kiaa0772,KIAA0772,chr20,60806978,60871269
orp-2,ORP-2,chr20,60806978,60871269
dfna67,DFNA67,chr20,60806978,60871269
osbpl2,OSBPL2,chr20,60806978,60871269
orp-3,ORP-3,chr7,24836158,25021253
orp3,ORP3,chr7,24836158,25021253
kiaa0704,KIAA0704,chr7,24836158,25021253
osbpl3,OSBPL3,chr7,24836158,25021253
kiaa1534,KIAA1534,chr11,3108346,3187969
orp5,ORP5,chr11,3108346,3187969
obph1,OBPH1,chr11,3108346,3187969
osbpl5,OSBPL5,chr11,3108346,3187969
orp6,ORP6,chr2,179059208,179267618
osbpl6,OSBPL6,chr2,179059208,179267618
orp7,ORP7,chr17,45884738,45899200
mgc71150,MGC71150,chr17,45884738,45899200
osbpl7,OSBPL7,chr17,45884738,45899200
osbp10,OSBP10,chr12,76745577,76953589
orp8,ORP8,chr12,76745577,76953589
mst120,MST120,chr12,76745577,76953589
mstp120,MSTP120,chr12,76745577,76953589
osbpl8,OSBPL8,chr12,76745577,76953589
osbpl9,OSBPL9,chr1,52042851,52264099
osbpl10,OSBPL10,chr3,31699382,32119072
orp-11,ORP-11,chr3,125247702,125313934
orp11,ORP11,chr3,125247702,125313934
flj13012,FLJ13012,chr3,125247702,125313934
flj13164,FLJ13164,chr3,125247702,125313934
osbpl11,OSBPL11,chr3,125247702,125313934
oscar,OSCAR,chr19,54597933,54606000
nor1,NOR1,chr1,36881428,36916052
oscp1,OSCP1,chr1,36881428,36916052
dj1183i21.1,dJ1183I21.1,chr20,42825136,42839431
hspc207,HSPC207,chr20,42825136,42839431
perit1,Perit1,chr20,42825136,42839431
osr1,Osr1,chr20,42825136,42839431
oser1,OSER1,chr20,42825136,42839431
prsmg1,PRSMG1,chr14,20914570,20923264
gcpl1,GCPL1,chr14,20914570,20923264
osgep1,OSGEP1,chr14,20914570,20923264
kae1,KAE1,chr14,20914570,20923264
tcs3,TCS3,chr14,20914570,20923264
osgep,OSGEP,chr14,20914570,20923264
qri7,Qri7,chr2,190611386,190627953
osgepl,OSGEPL,chr2,190611386,190627953
osgepl1,OSGEPL1,chr2,190611386,190627953
bdgi,BDGI,chr16,83981887,83999937
okl38,OKL38,chr16,83981887,83999937
osgin1,OSGIN1,chr16,83981887,83999937
ht41,hT41,chr8,90914077,90940116
osgin2,OSGIN2,chr8,90914077,90940116
mgc20461,MGC20461,chr22,30658818,30662829
osm,OSM,chr22,30658818,30662829
osmrb,OSMRB,chr5,38845960,38945698
osmrbeta,OSMRbeta,chr5,38845960,38945698
osmr,OSMR,chr5,38845960,38945698
osr1,OSR1,chr2,19551246,19558414
flj90037,FLJ90037,chr8,99956631,99964332
osr2,OSR2,chr8,99956631,99964332
ost4,OST4,chr2,27293340,27294641
dc2,DC2,chr4,109571740,109588976
ostc,OSTC,chr4,109571740,109588976
sh3p2,SH3P2,chr9,77703459,77762181
osf,OSF,chr9,77703459,77762181
ba235o14.1,bA235O14.1,chr9,77703459,77762181
ostf1,OSTF1,chr9,77703459,77762181
hspc019,HSPC019,chr6,108362613,108487058
gl,GL,chr6,108362613,108487058
ostm1,OSTM1,chr6,108362613,108487058
ostn,OSTN,chr3,190917030,190983404
otc,OTC,chrX,38211798,38280703
ct108,CT108,chr16,21675292,21773256
otoa,OTOA,chr16,21675292,21773256
fer1l2,FER1L2,chr2,26680071,26781566
dfnb6,DFNB6,chr2,26680071,26781566
otof,OTOF,chr2,26680071,26781566
mlemp,mlemp,chr11,17568920,17668697
otgn,OTGN,chr11,17568920,17668697
flj46346,FLJ46346,chr11,17568920,17668697
otog,OTOG,chr11,17568920,17668697
flj90579,FLJ90579,chr12,80493317,80774659
otogl,OTOGL,chr12,80493317,80774659
c1qtnf15,C1QTNF15,chr3,161214596,161221730
c1qtnf16,C1QTNF16,chr3,161214596,161221730
otol1,OTOL1,chr3,161214596,161221730
otop1,OTOP1,chr4,4190530,4228616
otop2,OTOP2,chr17,72920370,72930007
otop3,OTOP3,chr17,72931814,72946087
mial,MIAL,chr20,16729003,16750707
mial1,MIAL1,chr20,16729003,16750707
fdp,FDP,chr20,16729003,16750707
otor,OTOR,chr20,16729003,16750707
otosp,OTOSP,chr2,241078443,241083979
otos,OTOS,chr2,241078443,241083979
otp,OTP,chr5,76924537,76935513
flj20113,FLJ20113,chr11,63753325,63769283
flj40710,FLJ40710,chr11,63753325,63769283
otub1,OTUB1,chr11,63753325,63769283
flj21916,FLJ21916,chr14,94492675,94515276
mgc3102,MGC3102,chr14,94492675,94515276
otub2,OTUB2,chr14,94492675,94515276
duba7,DUBA7,chr10,23728387,23731319
otud1,OTUD1,chr10,23728387,23731319
kiaa0459,KIAA0459,chr1,20209006,20239438
duba4,DUBA4,chr1,20209006,20239438
otud3,OTUD3,chr1,20209006,20239438
hshin1,HSHIN1,chr4,146031990,146101313
kiaa1046,KIAA1046,chr4,146031990,146101313
duba6,DUBA6,chr4,146031990,146101313
otud4,OTUD4,chr4,146031990,146101313
dkfzp761a052,DKFZp761A052,chrX,48779305,48815648
duba,DUBA,chrX,48779305,48815648
otud5,OTUD5,chrX,48779305,48815648
flj25831,FLJ25831,chrX,69282341,69284029
hshin6,HSHIN6,chrX,69282341,69284029
duba2,DUBA2,chrX,69282341,69284029
otud6a,OTUD6A,chrX,69282341,69284029
cgi-77,CGI-77,chr8,92082424,92099323
duba5,DUBA5,chr8,92082424,92099323
otud6b,OTUD6B,chr8,92082424,92099323
cezanne2,CEZANNE2,chr15,31767601,32162992
otud7a,OTUD7A,chr15,31767601,32162992
cezanne,CEZANNE,chr1,149909705,149982625
otud7b,OTUD7B,chr1,149909705,149982625
flj34884,FLJ34884,chr5,14664773,14699820
otulin,OTULIN,chr5,14664773,14699820
flj11127,FLJ11127,chr5,14581884,14615116
net20,NET20,chr5,14581884,14615116
otulinl,OTULINL,chr5,14581884,14615116
otx1,OTX1,chr2,63277192,63284971
otx2,OTX2,chr14,57266623,57277197
ovca2,OVCA2,chr17,1945230,1946724
ovch,OVCH,chr12,29565407,29650619
ovch1,OVCH1,chr12,29565407,29650619
ovtn,OVTN,chr11,7710669,7727968
ovch2,OVCH2,chr11,7710669,7727968
chit5,CHIT5,chr1,111956936,111970399
ovgp1,OVGP1,chr1,111956936,111970399
hovo1,HOVO1,chr11,65554493,65564690
ovol1,OVOL1,chr11,65554493,65564690
ba504h3.3,bA504H3.3,chr20,17937623,18039832
hovo2,HOVO2,chr20,17937623,18039832
ched,CHED,chr20,17937623,18039832
ovol2,OVOL2,chr20,17937623,18039832
hovo3,HOVO3,chr19,36602053,36604613
ovol3,OVOL3,chr19,36602053,36604613
mgc133129,MGC133129,chr14,23235731,23242250
oxa1,OXA1,chr14,23235731,23242250
oxa1l,OXA1L,chr14,23235731,23242250
scot,SCOT,chr5,41730167,41870621
oxct1,OXCT1,chr5,41730167,41870621
fksg25,FKSG25,chr1,40235195,40237020
flj00030,FLJ00030,chr1,40235195,40237020
scot-t,SCOT-T,chr1,40235195,40237020
oxct2,OXCT2,chr1,40235195,40237020
gpcr,GPCR,chr2,42989621,42991401
tg1019,TG1019,chr2,42989621,42991401
gpr170,GPR170,chr2,42989621,42991401
oxer1,OXER1,chr2,42989621,42991401
p2ry15,P2RY15,chr13,97637973,97646984
p2y15,P2Y15,chr13,97637973,97646984
akgr,aKGR,chr13,97637973,97646984
oxgr1,OXGR1,chr13,97637973,97646984
mgc104712,MGC104712,chr17,79632066,79633665
oxld1,OXLD1,chr17,79632066,79633665
mgc15763,MGC15763,chr3,16306667,16391806
oxnad1,OXNAD1,chr3,16306667,16391806
tldc3,TLDC3,chr8,107371704,107764922
oxr1,OXR1,chr8,107371704,107764922
ks,KS,chr3,25824408,25836025
flj20604,FLJ20604,chr3,25824408,25836025
fasn2d,FASN2D,chr3,25824408,25836025
cem1,CEM1,chr3,25824408,25836025
oxsm,OXSM,chr3,25824408,25836025
kiaa1101,KIAA1101,chr3,38206580,38296979
oxsr1,OXSR1,chr3,38206580,38296979
oxt-npi,OXT-NPI,chr20,3052266,3053163
ot-npi,OT-NPI,chr20,3052266,3053163
oxt,OXT,chr20,3052266,3053163
oxtr,OXTR,chr3,8792094,8811314
p2x1,P2X1,chr17,3799886,3819794
p2rx1,P2RX1,chr17,3799886,3819794
p2x2,P2X2,chr12,133195362,133198972
p2rx2,P2RX2,chr12,133195362,133198972
p2x3,P2X3,chr11,57105848,57138073
p2rx3,P2RX3,chr11,57105848,57138073
p2x4,P2X4,chr12,121647660,121671909
p2rx4,P2RX4,chr12,121647660,121671909
p2x5,P2X5,chr17,3575493,3599698
lrh-1,LRH-1,chr17,3575493,3599698
p2rx5,P2RX5,chr17,3575493,3599698
p2xm,P2XM,chr22,21364097,21383119
mgc129625,MGC129625,chr22,21364097,21383119
p2x6,P2X6,chr22,21364097,21383119
p2rx6,P2RX6,chr22,21364097,21383119
p2x7,P2X7,chr12,121570622,121625835
mgc20089,MGC20089,chr12,121570622,121625835
p2rx7,P2RX7,chr12,121570622,121625835
p2y1,P2Y1,chr3,152552482,152559228
sarcc,SARCC,chr3,152552482,152559228
p2ry1,P2RY1,chr3,152552482,152559228
p2u,P2U,chr11,72929343,72947397
p2ry2,P2RY2,chr11,72929343,72947397
nru,NRU,chrX,69478020,69479614
p2y4,P2Y4,chrX,69478020,69479614
unr,UNR,chrX,69478020,69479614
p2p,P2P,chrX,69478020,69479614
p2ry4,P2RY4,chrX,69478020,69479614
p2y6,P2Y6,chr11,72975550,73009662
p2ry6,P2RY6,chr11,72975550,73009662
p2y8,P2Y8,chrX,1581465,1656000
p2ry8,P2RY8,chrX,1581465,1656000
p2y8,P2Y8,chrY,1531465,1606000
p2ry8,P2RY8,chrY,1531465,1606000
p2y10,P2Y10,chrX,78200829,78217451
p2ry10,P2RY10,chrX,78200829,78217451
p2y11,P2Y11,chr19,10222214,10226048
p2ry11,P2RY11,chr19,10222214,10226048
p2y12,P2Y12,chr3,151055168,151102600
sp1999,SP1999,chr3,151055168,151102600
hork3,HORK3,chr3,151055168,151102600
p2ry12,P2RY12,chr3,151055168,151102600
fksg77,FKSG77,chr3,151044100,151047336
p2y13,P2Y13,chr3,151044100,151047336
p2ry13,P2RY13,chr3,151044100,151047336
kiaa0001,KIAA0001,chr3,150929905,150996255
p2ry14,P2RY14,chr3,150929905,150996255
gros1,GROS1,chr1,43212006,43232755
leprecan,LEPRECAN,chr1,43212006,43232755
mgc117314,MGC117314,chr1,43212006,43232755
p3h1,P3H1,chr1,43212006,43232755
flj10718,FLJ10718,chr3,189674517,189840226
mlat4,MLAT4,chr3,189674517,189840226
p3h2,P3H2,chr3,189674517,189840226
grcb,GRCB,chr12,6937575,6949015
hsu47926,HSU47926,chr12,6937575,6949015
p3h3,P3H3,chr12,6937575,6949015
sc65,SC65,chr17,39958199,39968856
no55,NO55,chr17,39958199,39968856
p3h4,P3H4,chr17,39958199,39968856
p3r3urf,P3R3URF,chr1,46641158,46642150
c-p4halpha(i),C-P4Halpha(I),chr10,74766975,74856732
p4ha1,P4HA1,chr10,74766975,74856732
c-p4halpha(ii),C-P4Halpha(II),chr5,131527531,131631008
p4ha2,P4HA2,chr5,131527531,131631008
c-p4halpha(iii),C-P4Halpha(III),chr11,73946846,74022702
p4ha3,P4HA3,chr11,73946846,74022702
pdia1,PDIA1,chr17,79801035,79818570
prohb,PROHB,chr17,79801035,79818570
dsi,DSI,chr17,79801035,79818570
git,GIT,chr17,79801035,79818570
pdi,PDI,chr17,79801035,79818570
po4hb,PO4HB,chr17,79801035,79818570
p4hbeta,P4Hbeta,chr17,79801035,79818570
p4hb,P4HB,chr17,79801035,79818570
p4h-tm,P4H-TM,chr3,49027319,49044587
phd4,PHD4,chr3,49027319,49044587
ph4,PH4,chr3,49027319,49044587
hifph4,HIFPH4,chr3,49027319,49044587
flj20262,FLJ20262,chr3,49027319,49044587
egln4,EGLN4,chr3,49027319,49044587
ph-4,PH-4,chr3,49027319,49044587
p4htm,P4HTM,chr3,49027319,49044587
pa2g4,PA2G4,chr12,56498103,56507691
flj11848,FLJ11848,chr11,73587744,73642169
rpn14,Rpn14,chr11,73587744,73642169
paaf1,PAAF1,chr11,73587744,73642169
pabp1,PABP1,chr8,101698044,101735037
pabpl1,PABPL1,chr8,101698044,101735037
pabpc1,PABPC1,chr8,101698044,101735037
dj1069p2.3,dJ1069P2.3,chr20,43538703,43587676
pabpc1l1,PABPC1L1,chr20,43538703,43587676
epab,ePAB,chr20,43538703,43587676
pabpc1l,PABPC1L,chr20,43538703,43587676
pabpc1l2a,PABPC1L2A,chrX,72297115,72299351
pabpc1l2b,PABPC1L2B,chrX,72223356,72225552
pabp3,PABP3,chr13,25670006,25673392
tpabp,tPABP,chr13,25670006,25673392
pabpc3,PABPC3,chr13,25670006,25673392
ipabp,iPABP,chr1,40026488,40042462
app-1,APP-1,chr1,40026488,40042462
pabpc4,PABPC4,chr1,40026488,40042462
pabpc4l,PABPC4L,chr4,135117488,135122903
pabp5,PABP5,chrX,90689594,90693583
pabpc5,PABPC5,chrX,90689594,90693583
pab2,PAB2,chr14,23790498,23795394
pabpn1,PABPN1,chr14,23790498,23795394
epabp2,ePABP2,chr16,88929741,88933068
pabpn1l,PABPN1L,chr16,88929741,88933068
flj10874,FLJ10874,chr1,212537273,212588243
pac,PAC,chr1,212537273,212588243
pacc1,PACC1,chr1,212537273,212588243
park2crg,PARK2CRG,chr6,163148164,163736524
flj32724,FLJ32724,chr6,163148164,163736524
glup,Glup,chr6,163148164,163736524
hak005771,HAK005771,chr6,163148164,163736524
pacrg,PACRG,chr6,163148164,163736524
mgc29898,MGC29898,chr4,20697905,20754530
pacrgl,PACRGL,chr4,20697905,20754530
flj10209,FLJ10209,chr11,65837834,66012218
kiaa1175,KIAA1175,chr11,65837834,66012218
pacs1,PACS1,chr11,65837834,66012218
kiaa0602,KIAA0602,chr14,105766900,105864484
pacs2,PACS2,chr14,105766900,105864484
sdpi,SDPI,chr6,34433838,34503008
pacsin1,PACSIN1,chr6,34433838,34503008
sdpii,SDPII,chr22,43231418,43411151
pacsin2,PACSIN2,chr22,43231418,43411151
sdpiii,SDPIII,chr11,47199076,47207994
pacsin3,PACSIN3,chr11,47199076,47207994
hpad10,HPAD10,chr1,17531621,17572500
pdi1,PDI1,chr1,17531621,17572500
pdi,PDI,chr1,17531621,17572500
pad1,PAD1,chr1,17531621,17572500
padi1,PADI1,chr1,17531621,17572500
kiaa0994,KIAA0994,chr1,17393256,17445930
pdi2,PDI2,chr1,17393256,17445930
padi2,PADI2,chr1,17393256,17445930
pdi3,PDI3,chr1,17575593,17610728
padi3,PADI3,chr1,17575593,17610728
pad,PAD,chr1,17634690,17690499
pdi5,PDI5,chr1,17634690,17690499
pdi4,PDI4,chr1,17634690,17690499
padi4,PADI4,chr1,17634690,17690499
padi6,PADI6,chr1,17698691,17728195
pep,PEP,chr9,138453602,138458801
pp14,PP14,chr9,138453602,138458801
gda,GdA,chr9,138453602,138458801
gds,GdS,chr9,138453602,138458801
gdf,GdF,chr9,138453602,138458801
paeg,PAEG,chr9,138453602,138458801
gd,GD,chr9,138453602,138458801
mgc138509,MGC138509,chr9,138453602,138458801
mgc142288,MGC142288,chr9,138453602,138458801
paep,PAEP,chr9,138453602,138458801
pd2,PD2,chr19,39876492,39881835
f23149_1,F23149_1,chr19,39876492,39881835
flj11123,FLJ11123,chr19,39876492,39881835
paf1,PAF1,chr19,39876492,39881835
lis1,LIS1,chr17,2496504,2588909
pafah,PAFAH,chr17,2496504,2588909
nudf,NudF,chr17,2496504,2588909
pafah1b1,PAFAH1B1,chr17,2496504,2588909
pafah1b2,PAFAH1B2,chr11,117014983,117047610
pafah1b3,PAFAH1B3,chr19,42801185,42807698
hsd-pla2,HSD-PLA2,chr1,26286258,26324648
pafah2,PAFAH2,chr1,26286258,26324648
pag,PAG,chr8,81880045,82024303
cbp,CBP,chr8,81880045,82024303
pag1,PAG1,chr8,81880045,82024303
page-1,PAGE-1,chrX,49452053,49460596
gage-9,GAGE-9,chrX,49452053,49460596
ct16.3,CT16.3,chrX,49452053,49460596
page1,PAGE1,chrX,49452053,49460596
mgc62094,MGC62094,chrX,55115441,55119275
page-2,PAGE-2,chrX,55115441,55119275
ct16.4,CT16.4,chrX,55115441,55119275
page2,PAGE2,chrX,55115441,55119275
ct16.5,CT16.5,chrX,55101496,55105342
page2b,PAGE2B,chrX,55101496,55105342
page-3,PAGE-3,chrX,55284845,55291279
ct16.6,CT16.6,chrX,55284845,55291279
page3,PAGE3,chrX,55284845,55291279
page-4,PAGE-4,chrX,49593863,49598576
ct16.7,CT16.7,chrX,49593863,49598576
page4,PAGE4,chrX,49593863,49598576
page-5,PAGE-5,chrX,55246788,55250541
ct16.1,CT16.1,chrX,55246788,55250541
ct16.2,CT16.2,chrX,55246788,55250541
page5,PAGE5,chrX,55246788,55250541
mgc4606,MGC4606,chr16,29827273,29831438
gas,GAS,chr16,29827273,29831438
pa1,PA1,chr16,29827273,29831438
pagr1,PAGR1,chr16,29827273,29831438
ph,PH,chr12,103230663,103352188
pah,PAH,chr12,103230663,103352188
ade2h1,ADE2H1,chr4,57301907,57330745
airc,AIRC,chr4,57301907,57330745
paics,PAICS,chr4,57301907,57330745
paip1,PAIP1,chr5,43526369,43557860
paip2a,PAIP2A,chr5,138677276,138705409
paip2,PAIP2,chr5,138677276,138705409
kiaa1155,KIAA1155,chr2,71409869,71454213
paip2b,PAIP2B,chr2,71409869,71454213
pak1,PAK1,chr11,77032752,77185680
flj20624,FLJ20624,chr6,10694928,10710015
hpip1,hPIP1,chr6,10694928,10710015
pip1,PIP1,chr6,10694928,10710015
ba421m1.5,bA421M1.5,chr6,10694928,10710015
mak11,MAK11,chr6,10694928,10710015
wdr84,WDR84,chr6,10694928,10710015
pak1ip1,PAK1IP1,chr6,10694928,10710015
pak65,PAK65,chr3,196466728,196559518
pakgamma,PAKgamma,chr3,196466728,196559518
pak2,PAK2,chr3,196466728,196559518
hpak3,hPAK3,chrX,110187513,110470589
bpak,bPAK,chrX,110187513,110470589
pak3,PAK3,chrX,110187513,110470589
pak4,PAK4,chr19,39616410,39673456
kiaa1264,KIAA1264,chr20,9518036,9819689
pak5,PAK5,chr20,9518036,9819689
pak5,PAK5,chr15,40530960,40569688
pak6,PAK6,chr15,40530960,40569688
flj21816,FLJ21816,chr16,23614481,23652631
fancn,FANCN,chr16,23614481,23652631
palb2,PALB2,chr16,23614481,23652631
pald1,PALD1,chr10,72238577,72328205
kiaa0992,KIAA0992,chr4,169418217,169849608
sih002,SIH002,chr4,169418217,169849608
cgi-151,CGI-151,chr4,169418217,169849608
palld,PALLD,chr4,169418217,169849608
kiaa0270,KIAA0270,chr19,708939,748329
palm1,PALM1,chr19,708939,748329
palm,PALM,chr19,708939,748329
palm2akap2,PALM2AKAP2,chr9,112542589,112934792
palm3,PALM3,chr19,14164177,14169971
flj20271,FLJ20271,chr1,100111499,100160097
palml,PALML,chr1,100111499,100160097
palmd,PALMD,chr1,100111499,100160097
pal,PAL,chr5,102089685,102366809
phm,PHM,chr5,102089685,102366809
pam,PAM,chr5,102089685,102366809
magmas,Magmas,chr16,4381550,4405608
tim16,Tim16,chr16,4381550,4405608
timm16,TIMM16,chr16,4381550,4405608
pam16,PAM16,chr16,4381550,4405608
ramp,RAMP,chr11,35453370,35551848
dkfzp586h2123,DKFZP586H2123,chr11,35453370,35551848
pamr1,PAMR1,chr11,35453370,35551848
kiaa0710,KIAA0710,chr12,56710007,56727837
hpan2,hPAN2,chr12,56710007,56727837
pan2,PAN2,chr12,56710007,56727837
pan3,PAN3,chr13,28712643,28869472
mgc24596,MGC24596,chr10,91339254,91405329
pank1a,PANK1a,chr10,91339254,91405329
pank1b,PANK1b,chr10,91339254,91405329
pank1,PANK1,chr10,91339254,91405329
hss,HSS,chr20,3869486,3910529
flj11729,FLJ11729,chr20,3869486,3910529
pkan,PKAN,chr20,3869486,3910529
harp,HARP,chr20,3869486,3910529
pank2,PANK2,chr20,3869486,3910529
flj12899,FLJ12899,chr5,167975500,168006605
pank3,PANK3,chr5,167975500,168006605
flj10782,FLJ10782,chr1,2439972,2458067
pank4,PANK4,chr1,2439972,2458067
pano,PANO,chr11,797511,799190
pano1,PANO1,chr11,797511,799190
mrs1,MRS1,chr11,93862094,93915138
unq2529,UNQ2529,chr11,93862094,93915138
px1,PX1,chr11,93862094,93915138
panx1,PANX1,chr11,93862094,93915138
hpanx2,hPANX2,chr22,50609160,50618723
px2,PX2,chr22,50609160,50618723
panx2,PANX2,chr22,50609160,50618723
px3,Px3,chr11,124481386,124490252
panx3,PANX3,chr11,124481386,124490252
pao,PAO,chr10,135192738,135205198
paox,PAOX,chr10,135192738,135205198
mgc50452,MGC50452,chr14,73704205,73741348
papln,PAPLN,chr14,73704205,73741348
pap,PAP,chr14,96967770,97033448
papola,PAPOLA,chr14,96967770,97033448
papt,PAPT,chr7,4897364,4901625
papolb,PAPOLB,chr7,4897364,4901625
flj12972,FLJ12972,chr2,60983365,61029220
papolg,PAPOLG,chr2,60983365,61029220
papp-a,PAPP-A,chr9,118916083,119164601
pappa1,PAPPA1,chr9,118916083,119164601
igfbp-4ase,IGFBP-4ase,chr9,118916083,119164601
